Date	Team	Player	IsStarter	MP	FG	FGA	FGpct	2P	2PA	2Ppct	3P	3PA	3Ppct	FT	FTA	FTpct	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
2017-02-19	Fairfield	Sam Idowu	Reserve	18	4	5	.800	1	1	1.000	3	4	.750	0	0		0	2	2	0	1	1	0	3	11	
2017-02-19	Fairfield	Quinn Taylor	Reserve	5	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Fairfield	Mamadou Ndiaye	Reserve	4	1	2	.500	1	2	.500	0	0		1	2	.500	1	0	1	0	0	0	0	1	3	
2017-02-19	Fairfield	J.R. William	Reserve	2	0	2	.000	0	2	.000	0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-19	Fairfield	Sean Barksdale	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	San Diego State	Jovan Mooring	Starter	39	7	17	.412	3	11	.273	4	6	.667	8	9	.889	1	4	5	5	2	0	3	2	26	
2017-02-19	San Diego State	Uche Ofoegbu	Starter	36	5	5	1.000	3	3	1.000	2	2	1.000	1	2	.500	2	5	7	3	1	0	2	2	13	
2017-02-19	San Diego State	Christian Jones	Starter	30	3	7	.429	3	7	.429	0	0		0	0		1	1	2	0	1	1	2	3	6	
2017-02-19	San Diego State	Kris Clyburn	Starter	29	2	10	.200	0	4	.000	2	6	.333	1	2	.500	0	2	2	0	0	1	0	2	7	
2017-02-19	San Diego State	Cheickna Dembele	Starter	26	2	2	1.000	2	2	1.000	0	0		2	2	1.000	0	2	2	1	0	0	3	4	6	
2017-02-19	San Diego State	Tyrell Green	Reserve	25	1	6	.167	1	2	.500	0	4	.000	4	4	1.000	1	4	5	3	0	0	2	4	6	
2017-02-19	San Diego State	Zion Morgan	Reserve	12	0	1	.000	0	1	.000	0	0		0	0		0	1	1	1	1	0	2	2	0	
2017-02-19	San Diego State	Ben Coupet	Reserve	2	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-19	San Diego State	Larry Bush	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Nevada-Las Vegas	Trey Kell	Starter	36	2	7	.286	2	6	.333	0	1	.000	2	5	.400	1	6	7	7	0	0	0	0	6	
2017-02-19	Nevada-Las Vegas	Malik Pope	Starter	30	7	9	.778	6	8	.750	1	1	1.000	2	2	1.000	3	6	9	1	1	0	2	2	17	
2017-02-19	Nevada-Las Vegas	Jeremy Hemsley	Starter	30	6	8	.750	4	5	.800	2	3	.667	2	2	1.000	0	0	0	1	1	0	3	3	16	
2017-02-19	Nevada-Las Vegas	Zylan Cheatham	Starter	25	3	7	.429	3	7	.429	0	0		3	6	.500	2	3	5	2	2	1	0	3	9	
2017-02-19	Nevada-Las Vegas	Dakarai Allen	Starter	21	3	7	.429	3	5	.600	0	2	.000	0	0		1	2	3	2	1	0	4	2	6	
2017-02-19	Nevada-Las Vegas	Matt Shrigley	Reserve	26	5	12	.417	1	2	.500	4	10	.400	2	2	1.000	0	2	2	0	3	0	0	1	16	
2017-02-19	Nevada-Las Vegas	Valentine Izundu	Reserve	15	1	1	1.000	1	1	1.000	0	0		0	0		1	2	3	0	0	1	0	2	2	
2017-02-19	Nevada-Las Vegas	Max Hoetzel	Reserve	11	2	5	.400	1	1	1.000	1	4	.250	0	0		0	0	0	0	0	0	0	5	5	
2017-02-19	Nevada-Las Vegas	D'Erryl Williams	Reserve	6	0	1	.000	0	1	.000	0	0		0	0		0	1	1	0	0	0	0	1	0	
2017-02-19	Temple	Rodney Purvis	Starter	39	7	14	.500	3	6	.500	4	8	.500	0	0		0	1	1	5	0	0	2	3	18	
2017-02-19	Temple	Jalen Adams	Starter	38	5	13	.385	4	9	.444	1	4	.250	2	2	1.000	1	4	5	5	1	0	3	1	13	
2017-02-19	Temple	Kentan Facey	Starter	30	3	5	.600	3	5	.600	0	0		2	4	.500	2	4	6	0	0	1	2	2	8	
2017-02-19	Temple	Vance Jackson	Starter	26	3	5	.600	1	2	.500	2	3	.667	0	0		0	5	5	0	1	1	3	3	8	
2017-02-19	Temple	Amida Brimah	Starter	18	1	2	.500	1	2	.500	0	0		2	2	1.000	1	0	1	0	0	1	0	3	4	
2017-02-19	Temple	Christian Vital	Reserve	30	2	5	.400	1	2	.500	1	3	.333	2	3	.667	0	3	3	1	2	0	0	1	7	
2017-02-19	Temple	Steven Enoch	Reserve	10	1	3	.333	1	3	.333	0	0		2	2	1.000	1	1	2	0	0	0	1	3	4	
2017-02-19	Temple	Juwan Durham	Reserve	9	1	2	.500	1	2	.500	0	0		0	1	.000	0	2	2	0	1	0	1	0	2	
2017-02-19	Connecticut	Daniel Dingle	Starter	40	6	11	.545	4	7	.571	2	4	.500	3	4	.750	2	4	6	6	1	1	1	0	17	
2017-02-19	Connecticut	Shizz Alston Jr.	Starter	38	5	16	.313	4	7	.571	1	9	.111	0	0		2	3	5	6	1	0	4	2	11	
2017-02-19	Connecticut	Quinton Rose	Starter	29	2	8	.250	1	5	.200	1	3	.333	1	3	.333	0	1	1	4	3	1	0	2	6	
2017-02-19	Connecticut	Damion Moore	Starter	20	5	5	1.000	5	5	1.000	0	0		1	1	1.000	0	2	2	0	0	0	0	2	11	
2017-02-19	Connecticut	Obi Enechionyia	Starter	19	0	2	.000	0	1	.000	0	1	.000	2	2	1.000	0	1	1	0	1	0	1	2	2	
2017-02-19	Connecticut	Alani Moore II	Reserve	22	4	5	.800	1	2	.500	3	3	1.000	0	0		1	1	2	0	1	0	1	1	11	
2017-02-19	Connecticut	Mark Williams	Reserve	17	0	3	.000	0	2	.000	0	1	.000	1	2	.500	2	2	4	2	0	0	2	3	1	
2017-02-19	Connecticut	Ernest Aflakpui	Reserve	15	1	2	.500	1	2	.500	0	0		2	2	1.000	0	3	3	1	0	1	1	2	4	
2017-02-19	Western Kentucky	William Lee	Starter	35	5	9	.556	2	4	.500	3	5	.600	5	6	.833	0	4	4	2	0	3	1	1	18	
2017-02-19	Western Kentucky	Dirk Williams	Starter	31	4	12	.333	0	1	.000	4	11	.364	0	0		0	4	4	2	1	0	1	2	12	
2017-02-19	Western Kentucky	Denzell Watts	Starter	30	3	6	.500	1	1	1.000	2	5	.400	0	0		0	2	2	1	0	0	2	0	8	
2017-02-19	Western Kentucky	Deion Lavender	Starter	25	2	5	.400	2	3	.667	0	2	.000	1	2	.500	0	5	5	4	0	0	1	0	5	
2017-02-19	Western Kentucky	Chris Cokley	Starter	23	2	3	.667	2	3	.667	0	0		5	6	.833	1	1	2	4	0	0	3	4	9	
2017-02-19	Western Kentucky	Hakeem Baxter	Reserve	23	3	3	1.000	2	2	1.000	1	1	1.000	0	0		0	0	0	0	0	0	1	0	7	
2017-02-19	Western Kentucky	Tosin Mehinti	Reserve	20	2	3	.667	2	3	.667	0	0		0	0		2	2	4	0	0	1	2	2	4	
2017-02-19	Western Kentucky	Javien Williams	Reserve	11	0	2	.000	0	0		0	2	.000	1	2	.500	0	0	0	2	0	1	0	1	1	
2017-02-19	Western Kentucky	Nate Darling	Reserve	2	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Alabama-Birmingham	Justin Johnson	Starter	35	12	17	.706	11	13	.846	1	4	.250	1	1	1.000	7	7	14	3	0	0	2	3	26	
2017-02-19	Alabama-Birmingham	Junior Lomomba	Starter	35	3	6	.500	3	5	.600	0	1	.000	4	4	1.000	0	3	3	4	1	0	1	1	10	
2017-02-19	Alabama-Birmingham	Que Johnson	Starter	34	8	12	.667	2	4	.500	6	8	.750	0	0		0	2	2	0	1	1	2	0	22	
2017-02-19	Alabama-Birmingham	Pancake Thomas	Starter	33	4	11	.364	3	6	.500	1	5	.200	0	1	.000	3	3	6	5	1	0	1	1	9	
2017-02-19	Alabama-Birmingham	Anton Waters	Starter	21	1	6	.167	1	5	.200	0	1	.000	0	0		2	0	2	0	1	0	0	4	2	
2017-02-19	Alabama-Birmingham	Tobias Howard	Reserve	21	1	4	.250	1	2	.500	0	2	.000	0	0		1	1	2	1	1	0	1	0	2	
2017-02-19	Alabama-Birmingham	Ben Lawson	Reserve	17	2	3	.667	2	3	.667	0	0		1	2	.500	0	1	1	1	1	1	0	4	5	
2017-02-19	Alabama-Birmingham	Damari Parris	Reserve	4	0	2	.000	0	2	.000	0	0		0	0		0	0	0	0	0	0	0	1	0	
2017-02-19	Wisconsin	Justin Jackson	Starter	32	1	5	.200	0	3	.000	1	2	.500	3	4	.750	1	4	5	1	0	1	1	0	6	
2017-02-19	Wisconsin	Melo Trimble	Starter	31	9	17	.529	5	10	.500	4	7	.571	5	10	.500	0	5	5	3	0	0	4	0	27	
2017-02-19	Wisconsin	Kevin Huerter	Starter	27	2	4	.500	0	0		2	4	.500	0	0		0	4	4	2	1	1	1	3	6	
2017-02-19	Wisconsin	Anthony Cowan	Starter	27	1	7	.143	1	4	.250	0	3	.000	2	2	1.000	1	1	2	4	2	0	3	3	4	
2017-02-19	Wisconsin	Damonte Dodd	Starter	14	0	1	.000	0	1	.000	0	0		0	0		0	2	2	0	0	1	2	4	0	
2017-02-19	Wisconsin	Jaylen Brantley	Reserve	22	1	3	.333	0	1	.000	1	2	.500	2	2	1.000	0	2	2	2	1	0	0	2	5	
2017-02-19	Wisconsin	Michal Cekovsky	Reserve	18	4	5	.800	4	5	.800	0	0		2	4	.500	1	1	2	0	0	2	2	4	10	
2017-02-19	Wisconsin	Ivan Bender	Reserve	11	1	3	.333	1	3	.333	0	0		0	0		0	2	2	0	0	0	0	3	2	
2017-02-19	Wisconsin	Jared Nickens	Reserve	10	0	0		0	0		0	0		0	1	.000	0	1	1	1	0	0	0	1	0	
2017-02-19	Wisconsin	L.G. Gill	Reserve	8	0	0		0	0		0	0		0	0		0	0	0	0	0	1	0	5	0	
2017-02-19	Maryland	Nigel Hayes	Starter	38	6	15	.400	6	13	.462	0	2	.000	9	14	.643	2	8	10	2	2	0	1	3	21	
2017-02-19	Maryland	Ethan Happ	Starter	29	7	11	.636	7	11	.636	0	0		6	11	.545	4	3	7	3	5	2	0	4	20	
2017-02-19	Maryland	Zak Showalter	Starter	23	2	3	.667	1	1	1.000	1	2	.500	1	2	.500	0	3	3	0	0	0	2	4	6	
2017-02-19	Maryland	D'Mitrik Trice	Starter	19	3	8	.375	3	7	.429	0	1	.000	1	2	.500	1	1	2	1	0	0	2	3	7	
2017-02-19	Maryland	Vitto Brown	Starter	17	0	3	.000	0	2	.000	0	1	.000	1	3	.333	2	4	6	0	0	0	1	4	1	
2017-02-19	Maryland	Bronson Koenig	Reserve	31	4	11	.364	3	6	.500	1	5	.200	0	0		0	1	1	1	0	2	1	1	9	
2017-02-19	Maryland	Brevin Pritzl	Reserve	23	2	4	.500	2	4	.500	0	0		3	5	.600	5	2	7	1	0	0	0	1	7	
2017-02-19	Maryland	Khalil Iverson	Reserve	15	0	2	.000	0	2	.000	0	0		0	0		3	4	7	1	0	0	0	3	0	
2017-02-19	Maryland	Charles Thomas IV	Reserve	3	0	1	.000	0	0		0	1	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Maryland	Jordan Hill	Reserve	2	0	0		0	0		0	0		0	0		1	0	1	0	0	0	0	0	0	
2017-02-19	Yale	Ryan Betley	Starter	34	5	9	.556	4	5	.800	1	4	.250	1	1	1.000	2	0	2	3	2	0	1	2	12	
2017-02-19	Yale	AJ Brodeur	Starter	32	6	10	.600	6	9	.667	0	1	.000	0	0		0	9	9	2	1	4	3	3	12	
2017-02-19	Yale	Matt Howard	Starter	29	4	10	.400	1	3	.333	3	7	.429	3	4	.750	0	6	6	5	0	0	1	4	14	
2017-02-19	Yale	Darnell Foreman	Starter	28	6	10	.600	3	5	.600	3	5	.600	0	0		0	3	3	4	3	0	1	2	15	
2017-02-19	Yale	Jackson Donahue	Starter	23	1	4	.250	0	1	.000	1	3	.333	0	0		0	1	1	0	0	0	1	0	3	
2017-02-19	Yale	Devon Goodman	Reserve	29	5	7	.714	4	6	.667	1	1	1.000	0	1	.000	0	3	3	4	2	0	1	3	11	
2017-02-19	Yale	Max Rothschild	Reserve	16	2	6	.333	2	5	.400	0	1	.000	0	0		2	2	4	1	0	0	2	2	4	
2017-02-19	Yale	Sam Jones	Reserve	4	0	1	.000	0	0		0	1	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Yale	Jake Silpe	Reserve	1	0	0		0	0		0	0		0	0		0	1	1	0	0	0	0	0	0	
2017-02-19	Yale	Jakub Mijakowski	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Yale	Collin McManus	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Yale	Tyler Hamilton	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Yale	Caleb Wood	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-19	Pennsylvania	Anthony Dallier	Starter	38	2	8	.250	1	4	.250	1	4	.250	0	0		0	2	2	4	0	0	1	1	5	
2017-02-19	Pennsylvania	Miye Oni	Starter	36	7	14	.500	7	10	.700	0	4	.000	2	2	1.000	2	7	9	3	0	1	5	1	16	
2017-02-19	Pennsylvania	Sam Downey	Starter	32	3	7	.429	3	6	.500	0	1	.000	3	4	.750	2	5	7	1	0	0	0	2	9	
2017-02-19	Pennsylvania	Blake Reynolds	Starter	22	0	7	.000	0	2	.000	0	5	.000	4	4	1.000	2	4	6	2	0	0	1	0	4	
2017-02-19	Pennsylvania	Trey Phills	Starter	16	3	7	.429	1	2	.500	2	5	.400	0	0		1	0	1	0	0	0	2	3	8	
2017-02-19	Pennsylvania	Alex Copeland	Reserve	23	3	11	.273	1	5	.200	2	6	.333	0	0		1	1	2	1	1	0	1	1	8	
2017-02-19	Pennsylvania	Jordan Bruner	Reserve	23	1	3	.333	0	1	.000	1	2	.500	2	2	1.000	3	2	5	0	0	2	2	1	5	
2017-02-19	Pennsylvania	Eric Monroe	Reserve	7	0	1	.000	0	0		0	1	.000	0	0		0	2	2	0	0	0	1	1	0	
2017-02-19	Pennsylvania	Noah Yates	Reserve	3	0	0		0	0		0	0		0	0		0	0	0	1	0	0	2	0	0	
2017-02-20	Alcorn State	Rakiya Battle	Starter	37	0	4	.000	0	2	.000	0	2	.000	4	5	.800	1	2	3	13	1	0	4	0	4	
2017-02-20	Alcorn State	De'Ederick Petty	Starter	35	7	15	.467	5	9	.556	2	6	.333	7	8	.875	0	2	2	3	0	0	5	2	23	
2017-02-20	Alcorn State	Quinterian McConico	Starter	31	5	7	.714	5	6	.833	0	1	.000	0	2	.000	2	4	6	1	1	0	2	3	10	
2017-02-20	Alcorn State	Marcus Merriweather	Starter	27	3	9	.333	2	6	.333	1	3	.333	1	2	.500	0	2	2	0	0	0	2	0	8	
2017-02-20	Alcorn State	Adrian Edwards	Starter	24	6	9	.667	6	9	.667	0	0		0	0		2	4	6	1	1	2	3	4	12	
2017-02-20	Alcorn State	Mohamed Sherif	Reserve	23	0	2	.000	0	2	.000	0	0		2	2	1.000	0	1	1	1	0	1	0	4	2	
2017-02-20	Alcorn State	Matthew Cotton	Reserve	18	0	0		0	0		0	0		0	0		0	2	2	0	0	0	0	3	0	
2017-02-20	Alcorn State	Ariston Johnson	Reserve	3	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-20	Alcorn State	Eugene Jones Jr.	Reserve	2	0	1	.000	0	1	.000	0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-20	Alabama A&M	Marquis Vance	Starter	29	3	14	.214	1	8	.125	2	6	.333	2	6	.333	4	3	7	6	0	1	2	1	10	
2017-02-20	Alabama A&M	A.J. Mosby	Starter	26	2	5	.400	0	1	.000	2	4	.500	2	2	1.000	0	2	2	4	0	0	1	1	8	
2017-02-20	Alabama A&M	Denzel Dulin	Starter	23	1	5	.200	1	3	.333	0	2	.000	2	2	1.000	2	3	5	2	2	0	0	1	4	
2017-02-20	Alabama A&M	DeAndre Davis	Starter	18	3	8	.375	2	7	.286	1	1	1.000	0	2	.000	4	1	5	0	1	0	1	1	7	
2017-02-20	Alabama A&M	Avery Patterson	Starter	15	2	4	.500	2	4	.500	0	0		0	0		0	1	1	1	3	0	0	3	4	
2017-02-20	Alabama A&M	Reginal Johnson	Reserve	28	11	17	.647	11	14	.786	0	3	.000	1	3	.333	6	5	11	0	0	1	1	3	23	
2017-02-20	Alabama A&M	Maurice Howard	Reserve	25	3	5	.600	1	1	1.000	2	4	.500	1	2	.500	1	2	3	3	4	0	1	1	9	
2017-02-20	Alabama A&M	Tyler Carter	Reserve	12	0	2	.000	0	1	.000	0	1	.000	2	2	1.000	1	2	3	1	0	0	0	1	2	
2017-02-20	Alabama A&M	Yalen Reed	Reserve	12	1	1	1.000	1	1	1.000	0	0		0	0		3	1	4	0	0	1	1	0	2	
2017-02-20	Alabama A&M	Juwan Henderson	Reserve	10	1	3	.333	1	1	1.000	0	2	.000	1	2	.500	0	0	0	2	2	0	0	0	3	
2017-02-20	Alabama A&M	Devon Brewer	Reserve	2	1	2	.500	1	2	.500	0	0		0	0		0	0	0	0	0	0	1	2	2	
2017-02-20	Bethune-Cookman	Jonathan Wade	Starter	37	5	14	.357	2	7	.286	3	7	.429	2	2	1.000	3	4	7	1	0	0	5	1	15	
2017-02-20	Bethune-Cookman	Zaynah Robinson	Starter	36	6	15	.400	4	8	.500	2	7	.286	0	2	.000	0	3	3	5	1	0	4	5	14	
2017-02-20	Bethune-Cookman	Jordan Butler	Starter	30	4	8	.500	4	8	.500	0	0		8	9	.889	7	3	10	0	1	0	2	2	16	
2017-02-20	Bethune-Cookman	Alex Long	Starter	28	3	5	.600	3	5	.600	0	0		2	5	.400	1	2	3	0	0	3	0	4	8	
2017-02-20	Bethune-Cookman	Kerwin Okoro	Starter	14	0	3	.000	0	0		0	3	.000	0	0		0	1	1	3	1	1	2	1	0	
2017-02-20	Bethune-Cookman	Micah Goss	Reserve	23	3	9	.333	2	4	.500	1	5	.200	0	0		3	0	3	1	1	0	1	1	7	
2017-02-20	Bethune-Cookman	Dan Robinson	Reserve	15	1	4	.250	1	4	.250	0	0		0	1	.000	2	4	6	0	2	0	0	1	2	
2017-02-20	Bethune-Cookman	Bryan Gellineau	Reserve	7	1	1	1.000	1	1	1.000	0	0		1	2	.500	2	1	3	0	0	0	1	1	3	
2017-02-20	Bethune-Cookman	Alex Brown	Reserve	5	0	2	.000	0	0		0	2	.000	0	0		0	0	0	0	0	0	0	2	0	
2017-02-20	Bethune-Cookman	Kyle Williams	Reserve	5	0	1	.000	0	0		0	1	.000	0	0		0	1	1	0	0	0	2	0	0	
2017-02-20	Norfolk State	Quinton Forrest	Starter	39	5	10	.500	2	7	.286	3	3	1.000	3	4	.750	0	5	5	4	4	0	2	3	16	
2017-02-20	Norfolk State	Brandon Tabb	Starter	35	7	14	.500	3	5	.600	4	9	.444	4	4	1.000	1	4	5	1	3	1	6	2	22	
2017-02-20	Norfolk State	Diamante Lewis	Starter	33	3	7	.429	2	5	.400	1	2	.500	3	3	1.000	0	2	2	7	1	0	3	2	10	
2017-02-20	Norfolk State	Ulmer Manzie	Starter	15	0	2	.000	0	2	.000	0	0		2	2	1.000	1	1	2	1	0	3	0	2	2	
2017-02-20	Norfolk State	Reggie Baker	Starter	14	0	3	.000	0	1	.000	0	2	.000	0	0		0	1	1	0	0	0	0	3	0	
2017-02-20	Norfolk State	Jeffrey Altidort	Reserve	28	3	7	.429	0	2	.000	3	5	.600	3	4	.750	0	6	6	4	0	0	1	4	12	
2017-02-20	Norfolk State	Brandon Suggs	Reserve	25	3	4	.750	3	4	.750	0	0		3	4	.750	1	4	5	0	1	1	1	4	9	
2017-02-20	Norfolk State	Houston Smith	Reserve	11	2	3	.667	2	3	.667	0	0		0	0		1	2	3	1	1	0	1	1	4	
2017-02-20	Delaware State	Phillip Carr	Starter	38	4	10	.400	4	9	.444	0	1	.000	8	10	.800	2	5	7	2	0	1	2	1	16	
2017-02-20	Delaware State	Tiwan Kendley	Starter	30	4	10	.400	3	5	.600	1	5	.200	3	4	.750	0	2	2	0	0	0	2	3	12	
2017-02-20	Delaware State	Martez Cameron	Starter	19	3	6	.500	3	6	.500	0	0		0	0		0	3	3	1	1	0	1	3	6	
2017-02-20	Delaware State	Tyler Streeter	Starter	8	2	5	.400	2	4	.500	0	1	.000	0	2	.000	2	1	3	0	0	0	0	1	4	
2017-02-20	Delaware State	Tyjhai Byers	Starter	7	0	2	.000	0	2	.000	0	0		0	0		2	0	2	0	1	0	0	0	0	
2017-02-20	Delaware State	David Syfax	Reserve	22	3	8	.375	3	6	.500	0	2	.000	0	1	.000	2	5	7	0	2	0	2	2	6	
2017-02-20	Delaware State	Antonio Gillespie	Reserve	21	2	6	.333	1	2	.500	1	4	.250	2	2	1.000	0	1	1	1	1	0	0	1	7	
2017-02-20	Delaware State	Alex Ennis	Reserve	19	1	2	.500	1	2	.500	0	0		0	0		0	4	4	0	0	0	1	1	2	
2017-02-20	Delaware State	Azariah Sykes	Reserve	16	2	2	1.000	2	2	1.000	0	0		2	3	.667	2	4	6	0	0	1	0	3	6	
2017-02-20	Delaware State	Stanley Davis	Reserve	11	3	4	.750	3	4	.750	0	0		0	0		2	0	2	1	2	0	1	2	6	
2017-02-20	Delaware State	Isiah Graves	Reserve	9	0	1	.000	0	0		0	1	.000	0	0		1	0	1	0	0	0	4	0	0	
2017-02-20	Morgan State	Devin Morgan Jr.	Starter	38	3	8	.375	2	4	.500	1	4	.250	4	5	.800	0	2	2	4	1	0	0	1	11	
2017-02-20	Morgan State	DeAndre Haywood	Starter	25	4	7	.571	4	6	.667	0	1	.000	1	2	.500	0	2	2	0	2	0	1	1	9	
2017-02-20	Morgan State	DeVaughn Mallory	Starter	23	3	6	.500	3	6	.500	0	0		0	0		1	2	3	0	0	1	4	5	6	
2017-02-20	Morgan State	Demola Onifade	Starter	23	1	3	.333	1	3	.333	0	0		0	0		0	4	4	0	1	2	3	5	2	
2017-02-20	Morgan State	Artem Tavakalyan	Starter	13	1	3	.333	0	1	.000	1	2	.500	0	0		1	2	3	1	1	0	1	2	3	
2017-02-20	Morgan State	Kavon Waller	Reserve	28	2	10	.200	0	2	.000	2	8	.250	1	2	.500	0	4	4	2	0	0	2	1	7	
2017-02-20	Morgan State	Kobe Gantz	Reserve	16	1	2	.500	0	1	.000	1	1	1.000	0	1	.000	0	1	1	2	0	0	0	1	3	
2017-02-20	Morgan State	Mahir Johnson	Reserve	12	4	6	.667	4	6	.667	0	0		1	1	1.000	3	1	4	0	0	0	0	2	9	
2017-02-20	Morgan State	Dana Raysor	Reserve	11	0	4	.000	0	1	.000	0	3	.000	0	0		0	0	0	0	0	0	1	0	0	
2017-02-20	Morgan State	Mrdjan Gasevic	Reserve	7	1	2	.500	1	2	.500	0	0		0	0		0	1	1	2	0	1	1	2	2	
2017-02-20	Morgan State	Johnathan Walker	Reserve	2	0	0		0	0		0	0		2	2	1.000	0	0	0	0	0	0	0	1	2	
2017-02-20	Morgan State	Reginald Giles Jr.	Reserve	2	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-20	Florida A&M	Jermaine Marrow	Starter	36	10	22	.455	6	13	.462	4	9	.444	7	9	.778	1	2	3	0	0	0	3	2	31	
2017-02-20	Florida A&M	Kalin Fisher	Starter	32	3	10	.300	3	8	.375	0	2	.000	1	2	.500	3	4	7	4	0	0	1	2	7	
2017-02-20	Florida A&M	A.J. Astroth	Starter	29	3	6	.500	3	5	.600	0	1	.000	1	2	.500	2	6	8	0	2	0	3	1	7	
2017-02-20	Florida A&M	Lysander Bracey	Starter	23	4	7	.571	1	1	1.000	3	6	.500	0	0		0	2	2	2	1	2	1	0	11	
2017-02-20	Florida A&M	Trevond Barnes	Starter	20	3	3	1.000	3	3	1.000	0	0		0	1	.000	1	3	4	0	0	0	0	5	6	
2017-02-20	Florida A&M	Lawrence Cooks	Reserve	27	2	7	.286	0	0		2	7	.286	2	2	1.000	0	6	6	3	2	0	2	2	8	
2017-02-20	Florida A&M	Akim Mitchell	Reserve	17	2	3	.667	2	3	.667	0	0		0	1	.000	0	3	3	1	0	0	3	4	4	
2017-02-20	Florida A&M	Branden Aughburns	Reserve	6	0	1	.000	0	1	.000	0	0		1	2	.500	2	0	2	0	0	1	1	3	1	
2017-02-20	Florida A&M	Charles Wilson-Fisher	Reserve	5	0	0		0	0		0	0		0	0		0	1	1	0	0	2	1	5	0	
2017-02-20	Florida A&M	Devon Oakley	Reserve	4	0	0		0	0		0	0		1	2	.500	0	0	0	1	0	0	0	0	1	
2017-02-20	Florida A&M	Trey Carver	Reserve	1	0	0		0	0		0	0		0	0		0	0	0	0	0	0	0	0	0	
2017-02-20	Hampton	Desmond Williams	Starter	38	5	10	.500	5	10	.500	0	0		6	9	.667	1	7	8	1	1	0	2	1	16	
2017-02-20	Hampton	Justin Ravenel	Starter	36	3	10	.300	1	5	.200	2	5	.400	3	3	1.000	0	3	3	1	0	0	1	1	11	
2017-02-20	Hampton	Marcus Barham	Starter	27	2	8	.250	2	6	.333	0	2	.000	2	3	.667	1	4	5	2	0	1	4	4	6	
2017-02-20	Hampton	Elijah Mays	Starter	24	3	7	.429	2	4	.500	1	3	.333	4	4	1.000	0	1	1	4	2	0	1	3	11	
2017-02-20	Hampton	Trey Warren	Starter	18	2	6	.333	2	6	.333	0	0		3	4	.750	1	1	2	0	0	0	0	4	7	
2017-02-20	Hampton	Nasir Core	Reserve	20	1	4	.250	1	4	.250	0	0		2	3	.667	0	2	2	3	0	1	0	2	4	
2017-02-20	Hampton	Nick Severado	Reserve	15	4	5	.800	4	5	.800	0	0		0	0		1	3	4	0	2	1	0	1	8	
2017-02-20	Hampton	Craig Bowman	Reserve	11	2	5	.400	2	4	.500	0	1	.000	0	0		1	0	1	0	0	0	0	0	4	
2017-02-20	Hampton	Derrick Dandridge	Reserve	11	1	5	.200	1	5	.200	0	0		0	0		0	1	1	0	0	0	2	2	2	
2017-02-20	Florida State	Ky Bowman	Starter	34	10	17	.588	8	12	.667	2	5	.400	2	3	.667	4	7	11	3	1	0	3	4	24	
2017-02-20	Florida State	Jerome Robinson	Starter	34	6	19	.316	2	10	.200	4	9	.444	5	6	.833	0	6	6	3	1	1	4	1	21	
2017-02-20	Florida State	A.J. Turner	Starter	31	5	9	.556	3	4	.750	2	5	.400	1	2	.500	0	1	1	2	0	0	3	2	13	
2017-02-20	Florida State	Jordan Chatman	Starter	29	3	10	.300	1	3	.333	2	7	.286	0	0		2	1	3	2	0	0	2	2	8	
2017-02-20	Florida State	Nik Popovic	Starter	14	2	5	.400	2	4	.500	0	1	.000	0	0		2	3	5	1	1	0	2	2	4	
2017-02-20	Florida State	Mo Jeffers	Reserve	13	0	0		0	0		0	0		0	0		0	0	0	0	1	0	0	1	0	
2017-02-20	Florida State	Johncarlos Reyes	Reserve	13	0	2	.000	0	2	.000	0	0		0	2	.000	1	3	4	1	0	1	0	2	0	
2017-02-20	Florida State	Garland Owens	Reserve	12	0	2	.000	0	0		0	2	.000	2	2	1.000	0	4	4	0	0	0	1	2	2	
2017-02-20	Florida State	Connar Tava	Reserve	10	0	0		0	0		0	0		0	0		2	2	4	0	0	0	0	0	0	
2017-02-20	Florida State	Mike Sagay	Reserve	7	0	2	.000	0	1	.000	0	1	.000	0	0		0	0	0	0	0	0	0	0	0	
2017-02-20	Florida State	Ervins Meznieks	Reserve	3	0	1	.000	0	0		0	1	.000	0	0		0	0	0	0	0	0	0	0	0	
